,id,artist_name,key,mode,track_name,rel_date,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
392,266hoXlxTshUk4XsNQK5to,R. Kelly,8.0,1.0,Happy People - Album Version with DJ Skit,2004-08-23,40,0.0811,0.828,469200.0,0.586,0.0,0.101,-6.274,0.205,97.01,0.802
393,6W3c6pmDgT04I0Nk87JFyK,Black Eyed Peas,11.0,0.0,Hey Mama,2003,56,0.106,0.865,214893.0,0.877,1.21e-06,0.597,-6.339,0.239,100.177,0.942
394,2b8QQqf8Vwb7bfz22ja8Fk,Nelly,7.0,1.0,Over And Over,2004-09-14,64,0.0065,0.644,253933.0,0.517,1.37e-06,0.158,-10.02,0.0803,169.799,0.464
395,26bL4gSULWDgdIMX0pRFrG,Gretchen Wilson,6.0,1.0,Redneck Woman,2004-05-11,66,0.13,0.499,221333.0,0.825,0.0,0.306,-5.146,0.177,185.069,0.753
396,0qcjuYtMWhBjXg0Xwt5SzS,Eminem,8.0,1.0,Just Lose It,2004-11-12,69,0.0581,0.94,248680.0,0.633,4.04e-05,0.281,-3.56,0.0467,121.003,0.962
397,15cGdiAHmezm0P04jVAjMo,John Michael Montgomery,0.0,1.0,Letters from Home,2004-04-20,59,0.367,0.644,267533.0,0.626,5.78e-06,0.155,-7.243,0.0258,128.029,0.388
398,57I7CUbXo4XlWuTVB8pXW6,Kenny Chesney,5.0,1.0,I Go Back,2004-01-22,63,0.0409,0.532,243667.0,0.842,0.0,0.217,-5.754,0.0503,90.187,0.67
399,3LmvfNUQtglbTrydsdIqFU,Mariah Carey,0.0,1.0,We Belong Together,2005-01-01,72,0.0339,0.837,201400.0,0.462,0.0,0.09,-7.89,0.0601,139.986,0.762
400,0LzrhCZFXW94Y8nwtTuRlw,Gwen Stefani,10.0,0.0,Hollaback Girl,2004-11-23,71,0.35,0.926,199853.0,0.916,6.17e-06,0.0234,-2.221,0.0929,110.007,0.904
401,3ibKnFDaa3GhpPGlOUj7ff,Mario,7.0,0.0,Let Me Love You,2004-09-21,76,0.235,0.656,256733.0,0.578,0.0,0.118,-8.97,0.0922,94.514,0.556
402,3xrn9i8zhNZsTtcoWgQEAd,Kelly Clarkson,0.0,1.0,Since U Been Gone,2004-01-17,74,0.00165,0.662,188960.0,0.741,0.0303,0.114,-5.406,0.0334,131.0,0.404
403,3x9LFpV6tzq0qWaBMvY2UT,Ciara,7.0,0.0,"1, 2 Step (feat. Missy Elliott) - Don Candiani Reggaeton Mix",2005-07-12,42,0.0176,0.805,231773.0,0.896,0.00293,0.336,-2.53,0.0414,98.738,0.776
404,1PS1QMdUqOal0ai3Gt7sDQ,Kanye West,1.0,0.0,Gold Digger,2005-08-30,80,0.0195,0.629,207627.0,0.696,0.0,0.0554,-5.572,0.348,93.034,0.623
405,5GorCbAP4aL0EJ16frG2hd,Green Day,8.0,1.0,Boulevard of Broken Dreams,2017-11-17,77,0.00552,0.496,262333.0,0.682,2.94e-05,0.0589,-4.095,0.0294,167.06,0.474
406,5D2mYZuzcgjpchVY1pmTPh,50 Cent,11.0,1.0,Candy Shop,2005-03-03,81,0.0253,0.614,209107.0,0.574,3.2e-05,0.38,-7.961,0.466,125.173,0.755
407,1gZ7i4qxXkHZb1r6eioaAP,The Pussycat Dolls,1.0,0.0,Don't Cha,2005-01-01,69,0.00516,0.877,272080.0,0.637,2.5e-06,0.0959,-3.493,0.101,119.988,0.569
408,0AKAxdNkwq9ZxRdW1DN9zW,Kelly Clarkson,9.0,1.0,Behind These Hazel Eyes,2004-01-17,63,0.00165,0.548,198973.0,0.889,0.00109,0.197,-4.682,0.0382,90.048,0.425
409,69bHJ9qs5FrUJbKP8xU8uZ,50 Cent,3.0,1.0,Disco Inferno,2005-03-03,73,0.206,0.925,214227.0,0.659,7.88e-05,0.279,-4.763,0.231,97.018,0.71
410,0815caqt2Lytro5EIzMufT,Lifehouse,7.0,1.0,You And Me,2005-03-22,77,0.114,0.459,195493.0,0.427,0.0,0.168,-7.734,0.0267,139.902,0.354
411,4MtDnnAJ1AtWit10FRmZdW,Black Eyed Peas,5.0,0.0,Don't Phunk With My Heart,2005-01-01,56,0.00933,0.689,239773.0,0.929,0.0,0.548,-2.76,0.0608,130.899,0.609
412,0UaMYEvWZi0ZqiDOoHU3YI,Missy Elliott,4.0,0.0,Lose Control (feat. Ciara & Fat Man Scoop),2005-07-04,69,0.0311,0.904,226864.0,0.813,0.00697,0.0471,-7.105,0.121,125.461,0.81
413,4VKnkoNNM6yTb4cXXX3wqD,Mariah Carey,2.0,1.0,Shake It Off,2005-01-01,63,0.181,0.777,232840.0,0.493,0.0,0.108,-6.516,0.126,134.086,0.82
414,7oK9VyNzrYvRFo7nQEYkWN,The Killers,1.0,1.0,Mr. Brightside,2004-06-15,78,0.00101,0.356,222587.0,0.924,0.0,0.0953,-3.74,0.0808,148.017,0.232
415,4nva9EpKntUTs6CRSGBCn9,50 Cent,1.0,1.0,Just A Lil Bit,2005-03-03,78,0.0322,0.489,237707.0,0.692,0.00608,0.315,-6.672,0.41,96.946,0.527
416,4TsmezEQVSZNNPv5RJ65Ov,Rihanna,7.0,1.0,Pon de Replay,2005-08-29,80,0.000155,0.779,246960.0,0.64,0.00077,0.101,-8.415,0.159,99.019,0.498
417,4PmMVdIFpJTB9WQbmILf4p,The Game,4.0,0.0,How We Do,2005,76,0.0455,0.862,235533.0,0.648,0.0,0.0332,-7.401,0.251,98.012,0.637
418,1yKu2MhpwzDXXH2tzG6xoa,Weezer,5.0,1.0,Beverly Hills,2005-05-10,73,0.0932,0.693,196093.0,0.823,0.0,0.328,-3.761,0.0726,87.904,0.741
419,7i7UIbm5E0DD7aSOYvwp2v,Ciara,7.0,1.0,Oh (feat. Ludacris),2004-09-27,64,0.000298,0.8,256347.0,0.496,0.0,0.0697,-7.135,0.0506,128.29,0.357
420,4faFAhOflLzhfJECveRwva,Rob Thomas,9.0,0.0,Lonely No More,2005-04-05,59,0.033,0.551,226640.0,0.896,0.0,0.0899,-3.152,0.109,171.79,0.858
421,2NBQmPrOEEjA8VbeWOQGxO,Snoop Dogg,1.0,1.0,Drop It Like It's Hot,2004-01-01,70,0.19,0.888,266067.0,0.632,0.0,0.101,-3.872,0.219,91.979,0.662
422,2wGSgTmgSF3xjRrHkTc25R,The Game,9.0,1.0,Hate It Or Love It,2005,78,0.14,0.802,206400.0,0.785,0.0,0.123,-4.781,0.207,99.998,0.435
423,41PWz0hAiU9FqsmjR9Wh62,Lil Jon & The East Side Boyz,10.0,1.0,Lovers And Friends,2004-11-16,68,0.0541,0.675,260600.0,0.501,0.0,0.429,-6.183,0.22,139.861,0.532
424,4FTOpNYcGxnQdGNWSxIcio,Destiny's Child,7.0,1.0,Soldier (feat. T.I. & Lil' Wayne),2004-11-16,66,0.0444,0.878,325573.0,0.417,0.0,0.0833,-6.799,0.361,77.49,0.904
425,61Qhe2mHSLhUE04QeK4lkD,Kelly Clarkson,9.0,0.0,Breakaway,2004-01-17,66,0.0298,0.446,237000.0,0.701,8.89e-06,0.0931,-4.179,0.0295,159.958,0.394
426,2bmxx16hNi3W5FGzfFO9xX,Will Smith,1.0,1.0,Switch,2005-01-01,60,0.007,0.877,196653.0,0.885,0.000497,0.557,-4.966,0.17,102.507,0.517
427,1oNToERLIN71YCPLbRIQGQ,Bow Wow,6.0,1.0,Let Me Hold You (feat. Omarion),2005,66,0.0915,0.815,248493.0,0.662,0.000409,0.0898,-8.244,0.199,151.518,0.611
428,3jEqrIfwKO0M8ALu3TGilF,Bow Wow,6.0,1.0,Like You (feat. Ciara),2005,69,0.0465,0.714,205840.0,0.6,0.0,0.0646,-8.365,0.0876,82.017,0.504
429,2Y2q7PkD7lvuWr8YaZfWuv,Gwen Stefani,7.0,0.0,Rich Girl,2004-11-23,67,0.0294,0.856,236213.0,0.754,1.49e-05,0.206,-2.728,0.0416,98.018,0.722
430,19JdbdEwQI7bCxefMokZO8,Black Eyed Peas,1.0,0.0,My Humps,2005-01-01,68,0.111,0.801,326960.0,0.682,1.56e-05,0.109,-5.919,0.225,123.95,0.586
431,6LpYKfPDviJJDWNDOrtnoA,Frankie J,8.0,1.0,Obsesion (No Es Amor) (feat. Baby Bash),2005-03-29,34,0.098,0.649,225293.0,0.51,0.0,0.3,-8.329,0.0432,75.039,0.557
432,5zdUc1JRCImBYcDWgvFNpE,Usher,6.0,1.0,Caught Up,2004-03-23,63,0.027,0.817,224640.0,0.806,9e-06,0.119,-4.606,0.0623,110.086,0.805
433,5KqEPvurLuOoV64tNylPO6,DHT,9.0,0.0,Listen to Your Heart - Edmee's Unplugged Vocal Edit,2005-07-19,46,0.844,0.558,271040.0,0.268,0.0,0.098,-9.238,0.0305,144.712,0.184
434,1UREw2MCfU0xwBzCAjxlUD,Papa Roach,11.0,1.0,Scars,2004-01-01,69,0.0948,0.384,208186.0,0.921,0.0,0.168,-3.334,0.055,89.922,0.471
435,0d28khcov6AiegSCpG5TuT,Gorillaz,6.0,1.0,Feel Good Inc.,2005-05-23,85,0.00836,0.818,222640.0,0.705,0.00233,0.613,-6.679,0.177,138.559,0.772
436,0nNVR2iDM3eVzEgMi78vQm,3 Doors Down,1.0,0.0,Let Me Go,2012-01-01,56,0.0181,0.48,243053.0,0.863,0.0,0.111,-4.914,0.0385,91.972,0.491
437,0MsrWnxQZxPAcov7c74sSo,Green Day,8.0,1.0,Holiday / Boulevard of Broken Dreams,2004-09-21,73,0.000659,0.29,493400.0,0.827,2.55e-06,0.301,-3.451,0.0362,167.086,0.45
438,2TfSHkHiFO4gRztVIkggkE,Fall Out Boy,7.0,1.0,"Sugar, We're Goin Down",2005-05-03,80,0.00579,0.494,229093.0,0.842,0.0,0.122,-4.784,0.0843,162.011,0.574
439,3B7i9OKRRmIsSBHEbJz58Y,Pretty Ricky,1.0,1.0,Grind With Me,2005-05-17,67,0.000204,0.7,237733.0,0.538,0.0,0.105,-5.952,0.045,136.518,0.189
440,7xYnUQigPoIDAMPVK79NEq,Chris Brown,1.0,0.0,Run It! (feat. Juelz Santana),2005,73,0.0246,0.846,229867.0,0.482,0.0,0.393,-6.721,0.129,100.969,0.212
441,3hb2ScEVkGchcAQqrPLP0R,Nickelback,8.0,1.0,Photograph,2005-09-26,70,0.000932,0.515,258920.0,0.876,0.000166,0.136,-3.756,0.0292,145.916,0.385
442,4v7DCN09hgXkKazefkznDQ,Akon,5.0,0.0,Lonely,2005-01-01,70,0.339,0.634,235800.0,0.526,0.0,0.257,-7.881,0.0333,90.087,0.623
443,6dwkFmLUz6hx2CZG2EqLol,Howie Day,11.0,1.0,Collide,2003-10-07,66,0.222,0.636,249120.0,0.625,5.35e-05,0.119,-7.895,0.0277,93.931,0.342
444,3ZffCQKLFLUvYM59XKLbVm,Green Day,7.0,1.0,Wake Me up When September Ends,2004-09-21,78,0.023,0.546,285653.0,0.814,0.0,0.0972,-5.146,0.0314,104.98,0.146
445,4Ilen0VxPEsVRLpnePji8P,Bobby V.,11.0,0.0,"Slow Down - 12"" Version",2005-01-01,68,0.179,0.568,258667.0,0.732,4.92e-06,0.401,-4.896,0.103,186.048,0.626
446,2b8QQqf8Vwb7bfz22ja8Fk,Nelly,7.0,1.0,Over And Over,2004-09-14,64,0.0065,0.644,253933.0,0.517,1.37e-06,0.158,-10.02,0.0803,169.799,0.464
447,07u02f6biDHx5VexfAs41b,Trillville,1.0,1.0,Some Cut (feat. Cutty),2004-02-24,53,0.00273,0.901,283387.0,0.512,0.0,0.0979,-6.468,0.37,85.015,0.638
448,04FXF9tLQvYzc9ZWnTpaA3,Fat Joe,10.0,0.0,Get It Poppin' (feat. Nelly) - Serban Main 4/20/05,2005-06-14,48,0.0879,0.906,205547.0,0.551,0.0,0.0661,-7.439,0.356,100.773,0.554
449,5CWyE2OcZI1HVnHBh4RrKF,David Banner,1.0,0.0,Play,2005-01-01,55,0.000213,0.837,230133.0,0.658,0.122,0.243,-8.013,0.126,95.027,0.586
450,0Ss50OU9tCozI7JIywkv14,Jeezy,10.0,1.0,Soul Survivor,2005,68,0.00103,0.682,280013.0,0.483,0.0,0.159,-7.718,0.0451,84.012,0.108
451,6j8sGaaQlVWDPlmTP8FEjV,Various Artists,11.0,1.0,Pimpin' All Over The World,2022-01-05,0,0.285,0.495,329627.0,0.883,0.0,0.138,-4.087,0.299,92.136,0.782
452,4Wi5IV9vp93eTrubVPrbsY,Tony Yayo,4.0,0.0,Curious,2005-01-01,44,0.221,0.656,203453.0,0.761,0.0,0.314,-6.514,0.156,84.995,0.315
453,7x6SuiiH3fcrsAgfkp2OwQ,Trick Daddy,4.0,0.0,Sugar (Gimme Some) [feat. Cee-Lo & Ludacris],2004-10-26,57,0.144,0.822,245107.0,0.673,0.0,0.323,-6.141,0.228,120.02,0.85
454,588RGyR1f4Plc8nm7SrdCa,Alicia Keys,10.0,1.0,Karma,2003-12-02,54,0.0743,0.727,256000.0,0.736,0.00311,0.0348,-6.203,0.0615,85.098,0.687
455,7clUVcSOtkNWa58Gw5RfD4,Coldplay,11.0,0.0,Speed of Sound,2005-06-07,72,0.00488,0.514,287907.0,0.898,0.0345,0.0746,-6.765,0.0577,123.067,0.353
456,4vl2zwXsTmAxgu9iY0g6UK,Gavin DeGraw,0.0,0.0,I Don't Want to Be,2003-07-21,64,0.00806,0.423,217760.0,0.862,0.0,0.133,-5.13,0.0695,154.756,0.462
457,561jH07mF1jHuk7KlaeF0s,Eminem,0.0,1.0,Mockingbird,2004-11-12,78,0.209,0.637,250760.0,0.678,0.0,0.156,-3.798,0.266,84.039,0.254
458,5BSclXJTa9B0iURhUjZo50,Shakira,0.0,1.0,La Tortura (feat. Alejandro Sanz),2005-06-03,74,0.0297,0.74,212893.0,0.783,0.000308,0.123,-5.367,0.0427,100.011,0.812
459,4llK75pXNWZz6KAho2Gp16,Maroon 5,0.0,0.0,She Will Be Loved - Radio Mix,2002,81,0.228,0.651,259453.0,0.663,0.0,0.0994,-5.569,0.0281,102.0,0.465
460,6EfyEbyk4XjCisJz90V8Ki,Baby Bash,9.0,0.0,"Baby, I'm Back",2005,57,0.0525,0.901,219187.0,0.392,0.0,0.102,-4.414,0.105,100.014,0.761
461,5Y78yINSOCW6xbOfGWNBg4,Ying Yang Twins,7.0,1.0,Wait (The Whisper Song),2005-06-28,60,0.00112,0.933,179160.0,0.513,0.00248,0.107,-13.203,0.347,102.017,0.595
462,0CnD7Hiw6pae6rLsZw5q5W,Backstreet Boys,4.0,1.0,Incomplete,2005-06-14,66,0.231,0.437,239587.0,0.589,0.0,0.0768,-4.834,0.0331,133.631,0.165
463,3CcvahnsiArpTHYQEWV2Au,T.I.,11.0,1.0,Bring Em Out,2004-11-28,65,0.0298,0.759,216707.0,0.891,0.0,0.141,-2.983,0.257,98.579,0.587
464,6uYAPqxP69zfpCbsTHXgiz,Destiny's Child,11.0,0.0,Cater 2 U,2004-11-16,63,0.286,0.605,245400.0,0.584,0.0,0.235,-7.043,0.197,125.802,0.464
465,1mnqraQ8oV8MX92rdOFLWW,Amerie,10.0,0.0,1 Thing,2005,65,0.107,0.612,238760.0,0.961,4.17e-05,0.0413,-3.078,0.333,129.873,0.867
466,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,1.0,0.0,Best of You,2005-06-14,77,0.000769,0.366,255627.0,0.94,9.42e-05,0.188,-5.119,0.0696,130.198,0.369
467,7zL9xrz5krsuC6qVNluQQw,Mariah Carey,8.0,0.0,It's Like That,2005-01-01,57,0.0901,0.8,203360.0,0.633,0.0,0.0315,-4.875,0.0514,95.953,0.836
468,48JAAdtKgOQ4u4QRER6bJX,Natalie,1.0,1.0,Goin' Crazy,2005-01-01,53,0.624,0.6,294093.0,0.556,0.00735,0.0837,-7.294,0.026,105.957,0.233
469,25ry9EyyRsp1dDctlAclin,Carrie Underwood,7.0,1.0,Inside Your Heaven,2014-12-09,40,0.123,0.38,243267.0,0.596,1.46e-06,0.132,-3.469,0.0315,134.443,0.16
470,3f3omU8n47Mqyab5nCaGyT,Kelly Clarkson,5.0,0.0,Because of You,2004-01-17,71,0.254,0.583,219493.0,0.584,0.0,0.123,-5.362,0.0314,140.039,0.136
471,3QfsB9tPwAjMb5b9P7r3Z5,Fantasia,11.0,1.0,Truth Is,2004-11-22,51,0.309,0.707,236747.0,0.451,0.0,0.0524,-10.38,0.0761,73.209,0.616
472,5y4TDQdYzlT4eoQIPOgNDz,Pretty Ricky,4.0,0.0,Your Body,2005-05-17,62,0.176,0.838,240040.0,0.594,0.0,0.0867,-5.695,0.113,90.038,0.507
473,1HwpWwa6bnqqRhK8agG4RS,Jesse McCartney,9.0,1.0,Beautiful Soul,2004-01-01,75,0.0759,0.66,214227.0,0.666,0.0,0.0268,-4.342,0.0472,89.975,0.933
474,469RmLzEsicj8VSn9aIuKV,Gwen Stefani,2.0,1.0,Cool,2004-11-23,57,0.0322,0.709,189333.0,0.721,0.000309,0.355,-3.52,0.0281,112.019,0.801
475,3njpLvANriMsdv3dgADEad,Ludacris,1.0,1.0,Get Back,2004-01-01,61,0.0594,0.555,270747.0,0.639,0.0,0.118,-5.16,0.263,171.609,0.184
476,7BKi4ZcyMBXeAvJ1OPxhdV,50 Cent,8.0,0.0,Outta Control - Remix,2005-01-01,55,0.0268,0.77,247973.0,0.587,0.0,0.0621,-5.99,0.265,92.009,0.574
477,2SuMoyOaAVBg5AzfKyZaKV,T.I.,1.0,1.0,U Don't Know Me,2004-11-28,52,0.0496,0.779,243506.0,0.66,0.0,0.0825,-4.854,0.17,83.914,0.526
478,6MFQeWtk7kxWGydnJB2y36,Natasha Bedingfield,,,These Words,2004-08-30,66,,,,,,,,,,
479,600qBKuhdgLqxZb1BqIE0T,Black Eyed Peas,9.0,1.0,Don't Lie,2005-01-01,50,0.166,0.662,219000.0,0.785,0.0,0.0784,-5.299,0.186,89.882,0.602
480,0rLzyBecRbTpnBWvMtPVFR,Jennifer Lopez,0.0,0.0,Get Right,2005-03-01,59,0.0218,0.741,225533.0,0.759,0.0,0.628,-5.096,0.12,97.084,0.362
481,5FPnjikbwlDMULCCCa6ZCJ,John Mayer,2.0,1.0,Daughters,2003-09-09,68,0.836,0.674,237907.0,0.413,1.95e-05,0.098,-7.816,0.0274,124.893,0.503
482,7G6l2FtQyRhQgYgut2I6i8,Toby Keith,5.0,1.0,As Good As I Once Was,2005-01-01,69,0.266,0.68,227840.0,0.87,0.0,0.109,-4.461,0.0393,119.075,0.646
483,0GkkiqqRdjqmRDrWfTdemH,Brooke Valentine,11.0,1.0,Girlfight,2005-01-01,44,0.0131,0.745,234733.0,0.62,0.0,0.118,-8.24,0.148,99.985,0.603
484,4dvQg9sD8k9y4qiEURuj8v,Destiny's Child,1.0,1.0,Lose My Breath,2004-11-16,61,0.00727,0.814,242013.0,0.899,0.219,0.0979,-5.958,0.0637,119.011,0.545
485,2ZA4uMlSZjaoWGFqP1tsLI,John Legend,10.0,1.0,Ordinary People,2005-12-06,69,0.928,0.469,281467.0,0.132,0.0,0.0873,-14.001,0.0798,66.989,0.36
486,4kOTDj4SiZPkW1p96WMDNv,Sean Paul,1.0,1.0,We Be Burnin',2005-09-26,62,0.145,0.95,213066.0,0.803,0.0,0.0748,-4.195,0.151,117.0,0.86
487,1JURww012QnWAw0zZXi6Aa,The Click Five,9.0,1.0,Just the Girl,2005-08-08,62,0.00509,0.571,234147.0,0.89,0.0,0.0769,-1.6,0.0395,110.958,0.751
488,0jdeV5dSB3kUBRqe1xQJbh,Ryan Cabrera,6.0,1.0,True,2004-06-08,66,0.459,0.598,203546.0,0.4,0.0,0.151,-10.054,0.0241,96.938,0.369
489,3gOBLrOvDovzHL4xBDQw0B,Omarion,0.0,1.0,O,2005-02-22,49,0.081,0.742,280707.0,0.515,0.0,0.194,-6.265,0.0405,120.086,0.587
490,5krOROgmf8adn3SJzeKLZy,Mike Jones,9.0,1.0,Back Then,2005-04-19,61,0.0101,0.776,244187.0,0.736,0.0,0.18,-6.308,0.255,159.838,0.536
491,7Eo9Yq5jBPuOhPVlqfaOKX,The Karaoke Crew,9.0,1.0,Numb|Encore (As Made Famous by Jay-Z and Linkin Park),2011-09-13,4,0.00378,0.685,224586.0,0.607,0.0407,0.0656,-6.996,0.0286,106.991,0.645
492,1bl99Q4umnPomYGv3dQP67,Ja Rule,11.0,0.0,Wonderful,2004-01-01,63,0.277,0.663,270507.0,0.777,0.0,0.0466,-4.954,0.109,92.68,0.758
493,0DLOyyQvwPTSDKuhpzMMwA,T-Pain,0.0,0.0,I'm Sprung,2005-12-06,70,0.0948,0.728,231040.0,0.327,0.0,0.103,-11.596,0.0999,100.0,0.195
494,4dygMGhvfENVhwRXmAscbl,Gavin DeGraw,7.0,1.0,Chariot,2003-07-21,55,0.0435,0.28,239173.0,0.779,0.0,0.37,-5.104,0.0513,167.134,0.345
495,0ahRDzkKq0KEi7FRoHb0qk,112,8.0,1.0,U Already Know,2005-01-01,57,0.274,0.694,198880.0,0.511,0.0,0.166,-9.34,0.0449,87.014,0.931
496,79YeQbd1p7MsuT7wHQLRYY,Faith Hill,9.0,1.0,Mississippi Girl,2005-08-02,55,0.113,0.499,232707.0,0.765,0.0,0.0509,-4.148,0.0521,83.916,0.665
497,5SV9SnHkuHMh446QsgQtry,Ludacris,6.0,1.0,Number One Spot,2004-01-01,53,0.0346,0.542,274467.0,0.946,0.0,0.323,-4.279,0.378,146.7,0.509
498,2s9NvnrAU9WahyWRa0Ou9m,Boosie Badazz,8.0,1.0,Give Me That,2005-05-17,50,0.00687,0.62,267520.0,0.782,0.0,0.319,-6.034,0.363,156.109,0.54
499,0mUyMawtxj1CJ76kn9gIZK,Daniel Powter,3.0,1.0,Bad Day,2005-02-22,77,0.448,0.599,233640.0,0.785,0.00336,0.151,-4.013,0.0309,140.046,0.52
500,0k2GOhqsrxDTAbFFSdNJjT,Sean Paul,0.0,0.0,Temperature,2005-09-26,82,0.106,0.951,218573.0,0.6,0.0,0.0712,-4.675,0.0685,125.04,0.822
501,2gam98EZKrF9XuOkU13ApN,Nelly Furtado,10.0,0.0,Promiscuous,2006-01-01,85,0.0569,0.808,242293.0,0.97,6.13e-05,0.154,-6.098,0.0506,114.328,0.868
502,0vg4WnUWvze6pBOJDTq99k,James Blunt,0.0,0.0,You're Beautiful,2005-08-08,78,0.633,0.675,209493.0,0.479,1.76e-05,0.088,-9.87,0.0278,81.998,0.454
503,3ZFTkvIE7kyPt6Nu3PEa7V,Shakira,10.0,0.0,Hips Don't Lie (feat. Wyclef Jean),2005-11-28,85,0.284,0.778,218093.0,0.824,0.0,0.405,-5.892,0.0707,100.024,0.758
504,3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,5.0,1.0,Unwritten,2004-08-30,78,0.00584,0.706,259333.0,0.8,0.0,0.0822,-6.333,0.0399,100.011,0.629
505,2N5zMZX7YeL1tico8oQxa9,Gnarls Barkley,8.0,1.0,Crazy,2006-05-02,72,0.0172,0.835,182066.0,0.741,0.0577,0.0826,-1.609,0.0339,111.963,0.612
506,3kZoay4ANo86ehb6s4RwS9,Chamillionaire,8.0,0.0,Ridin',2005-01-01,74,0.189,0.787,303053.0,0.799,0.0,0.3,-4.68,0.0993,143.052,0.835
507,0O45fw2L5vsWpdsOdXwNAR,Justin Timberlake,7.0,0.0,SexyBack (feat. Timbaland),2006-09-12,81,0.0584,0.967,242733.0,0.583,0.0,0.0519,-5.562,0.0789,117.0,0.964
508,2RWxrpsFshOBFwRBRstUlQ,Beyoncé,7.0,1.0,Check On It (feat. Bun B & Slim Thug),2006-09-04,58,0.0708,0.705,210453.0,0.796,0.0,0.388,-6.845,0.267,166.042,0.864
509,6Y3WvyUG9iE5bQYg38SPtQ,Mary J. Blige,2.0,0.0,Be Without You - Kendu Mix,2005-01-01,70,0.0717,0.726,246333.0,0.7,0.0,0.262,-5.881,0.0998,146.559,0.673
510,0Aqlt4N5h6rUtKnd09VXpr,Nelly,4.0,0.0,Grillz,2005-11-25,58,0.0419,0.863,271160.0,0.514,0.0,0.301,-7.243,0.249,82.985,0.843
511,1N62wozuHCvczCkY4QidpP,The Fray,8.0,1.0,Over My Head (Cable Car),2005-09-13,71,0.022,0.592,236267.0,0.729,0.0,0.0653,-4.156,0.0448,116.03,0.709
512,7k6IzwMGpxnRghE7YosnXT,Cassie,8.0,0.0,Me & U,2006-08-07,76,0.352,0.803,192213.0,0.454,0.0,0.0655,-4.802,0.0294,99.99,0.739
513,3BxWKCI06eQ5Od8TY2JBeA,The Pussycat Dolls,2.0,1.0,Buttons,2005-01-01,67,0.178,0.57,225560.0,0.821,0.0,0.289,-4.38,0.267,210.857,0.408
514,7xYnUQigPoIDAMPVK79NEq,Chris Brown,1.0,0.0,Run It! (feat. Juelz Santana),2005,73,0.0246,0.846,229867.0,0.482,0.0,0.393,-6.721,0.129,100.969,0.212
515,6brl7bwOHmGFkNw3MBqssT,Ne-Yo,6.0,1.0,So Sick,2006-01-01,79,0.246,0.452,207187.0,0.574,0.0,0.189,-8.336,0.31,92.791,0.58
516,05Sgj1Hx03ZXc57gsV1kfX,Yung Joc,1.0,0.0,It's Goin' Down (feat. Nitti),2006-06-06,67,0.0986,0.888,241840.0,0.577,0.0,0.131,-7.702,0.0612,84.003,0.609
517,30cSNer6TV8x2utjULVeQ5,Rihanna,7.0,1.0,SOS,2006-04-10,74,0.004,0.677,238920.0,0.671,5.07e-05,0.413,-4.905,0.0361,137.046,0.527
518,4bPQs0PHn4xbipzdPfn6du,Panic! At The Disco,9.0,0.0,I Write Sins Not Tragedies,2005-09-27,76,0.0807,0.569,186635.0,0.83,0.0,0.114,-4.106,0.14,170.094,0.609
519,2l57cfmCnOkwNX1tky02n1,The All-American Rejects,3.0,1.0,Move Along,2005-01-01,70,0.000148,0.518,238880.0,0.916,0.0,0.291,-3.858,0.0454,109.864,0.646
520,7jRoWfRlLnGYEIEn4t4kbq,Fergie,1.0,1.0,London Bridge,2006-01-01,65,0.216,0.769,241307.0,0.609,0.0,0.166,-5.894,0.357,90.951,0.633
521,10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,0.0,1.0,Dani California,2006-05-09,79,0.0193,0.556,282160.0,0.913,8.59e-06,0.346,-2.36,0.0437,96.184,0.73
522,6o3s08kk2fQI37vxGZDrJ1,Lil Jon,8.0,0.0,Snap Yo Fingers,2006-05-02,70,0.00647,0.835,274387.0,0.757,0.0,0.29,-5.029,0.23,82.038,0.626
523,7cVmKBwzPsh4Fmb6SplfEm,Dem Franchize Boyz,5.0,1.0,"Lean Wit It, Rock Wit It",2006-01-01,62,0.082,0.886,229813.0,0.62,0.0,0.1,-5.854,0.307,76.035,0.6
524,4bVuIlGQBMWS7vIhcx8Ae4,Rascal Flatts,5.0,0.0,What Hurts The Most,2006-01-01,72,0.0088,0.537,214107.0,0.674,0.0,0.265,-5.134,0.0277,136.002,0.33
525,5fVZC9GiM4e8vu99W0Xf6J,The Fray,10.0,1.0,How to Save a Life,2005-09-13,82,0.269,0.64,262533.0,0.743,0.0,0.101,-4.08,0.0379,122.035,0.361
526,13xxBnXOuiBxVxJI458B0i,Rihanna,0.0,0.0,Unfaithful,2006-04-10,72,0.839,0.588,226973.0,0.391,0.0,0.227,-8.607,0.0334,144.069,0.349
527,11bD1JtSjlIgKgZG2134DZ,Snow Patrol,9.0,1.0,Chasing Cars,2006-01-01,80,0.209,0.563,267933.0,0.592,5.08e-05,0.132,-4.571,0.0276,104.016,0.136
528,40LQiUUUKXVGyNs09lHVjW,Hinder,2.0,1.0,Lips Of An Angel,2005-01-01,75,0.0217,0.476,261853.0,0.736,1.08e-06,0.203,-5.38,0.0343,129.084,0.251
